DELETE_ATTEMPTS,DELETE_SUCCESSES,DELETE_FAILED_ATTEMPTS,DELETE_PENDING_ATTEMPTS,DELETE_SUCCESS_RATE_PCT,DELETE_FAILURE_RATE_PCT,DELETE_PENDING_RATE_PCT,TENANTS_WITH_RETRY,TENANTS_WITH_RETRY_RATE_PCT
35,30,0,5,85.71,0.00,14.29,0,0.00
