IN_SCOPE_TENANTS,IN_SCOPE_STORAGE_PB,DELETED_TENANTS,DELETED_STORAGE_PB,REMAINING_TENANTS,REMAINING_STORAGE_PB,READY_TO_DELETE_TENANTS,READY_TO_DELETE_STORAGE_PB,PIPELINE_TENANTS,PIPELINE_STORAGE_PB
26061,94.02,31,0.00,26030,94.02,7,0.06,25972,93.68
